PC1,PC2,PC3,PC4,terms,mode,key,year,artist.name
0.769882734858234,-0.122099270375,0.0330396130479994,0.477271759408057,Indie ,1,6.0,1972,Terry Callier
0.333701615241668,0.254148096608194,0.474921596058127,-0.357942096695256,Indie ,0,4.0,0,John Wesley
0.356042680392239,-1.57937415178204,-1.61365596473444,0.191920607126504,Indie ,1,10.0,1964,The Shangri-Las
-0.137122448486137,0.55912817149132,0.859210030865984,-0.190090986139795,Indie ,1,4.0,1992,Billie Jo Spears
1.1236439374975,-1.0346016237076,-1.02123467420393,0.824540748725121,Indie ,1,7.0,0,Mike Jones (Featuring CJ_ Mello & Lil' Bran)
-0.161428153660496,0.944440394316447,1.29486360130521,-0.333417749588557,Indie ,1,9.0,1997,Sierra Maestra
1.60167342255365,0.136988757213788,0.288907512298961,0.57610290943451,Indie ,0,4.0,0,Butthole Surfers
0.439916292891443,0.121880952077259,0.327543715307865,0.166079974406829,Indie ,0,8.0,0,Despina Vandi
0.0975875742866035,-0.37120665719928,-0.215948754002309,0.159449897827325,Indie ,1,3.0,0,Javier Navarrete
-0.788236673107485,-0.367677777571446,-0.183483599973441,0.13771402164583,Indie ,1,1.0,0,Jacob Young
-0.131474243060211,-0.0471803587987153,0.161565926005083,-0.205904188310399,Indie ,1,7.0,2007,Scarlet's Remains
0.85977563086592,-0.053605119138083,0.114177838250785,0.0538848432116968,Indie ,1,2.0,2003,The Suicide Machines
2.85317014187767,0.225656700830282,0.334244913738776,-0.62002697308541,Indie ,0,9.0,0,The Rolling Stones
-0.542147818070061,-0.0105702824218292,0.221213993680168,-0.19681903358682,Indie ,1,0.0,0,Roberto Torres
0.688342673309708,-0.227393409957243,-0.0801790984400028,0.144263829205403,Indie ,1,3.0,1995,Loudon Wainwright III
0.968569303934169,-0.395377585381236,-0.28824481381529,0.207224456621074,Indie ,1,2.0,2004,R.L. Burnside
1.52634289626541,-0.051097631981256,0.0809186265969522,-0.0341857427744737,Indie ,1,1.0,1992,Stevie Ray Vaughan
0.450052006737169,0.0503313071264673,0.24699666143266,-0.221632943401336,Indie ,1,7.0,2002,John Hammond
0.515809565596152,0.299856320959111,0.533773381996855,0.395468183147346,Indie ,1,0.0,2006,Casiotone For The Painfully Alone
-0.547697639526397,-0.297671458699635,-0.106416505910439,-0.0203567478887248,Indie ,0,10.0,1995,Ec8or
1.18131668501921,0.46420337094914,0.685034310563794,0.207361158609794,Indie ,1,11.0,1974,The New York Dolls
0.634281747084764,-0.441823528880815,-0.325123421408419,0.258513478287005,Indie ,1,7.0,2009,Eliane Elias
0.118579480998651,-0.379346814412618,-0.232581110783473,-0.1096428926127,Indie ,1,7.0,1997,Lost Boyz
0.443162590750411,0.184691957096667,0.403187959192833,0.234471457922752,Indie ,0,11.0,1977,The Germs
-0.648583856453022,1.1569535900599,1.56288028779693,-0.751913697641902,Indie ,1,2.0,0,Yamandu Costa
0.817736565365583,5.04633388860803,-2.62715874716918,-0.214994958045668,Indie ,1,9.0,1986,Chris Rea
-0.931636479191812,-0.202203172061149,0.02167226166353,-0.452406731544751,Indie ,0,0.0,1966,Perrey And Kingsley
1.46300891042727,-0.48216270891905,-0.407925310238006,0.148910084225062,Indie ,1,0.0,1985,Eurythmics
-1.30796282942181,0.105733425334108,0.387836359765205,-0.149993144374791,Metal,1,1.0,2000,Xcultures
-0.630830801136457,-0.0607025539787639,0.165401731839077,-0.156481749887114,Metal,1,5.0,0,White Heart
0.10174855100506,-0.289931296983193,-0.123233309747456,0.342262157278951,Metal,0,5.0,1997,Heavy D / McGruff
1.77883952715026,0.265683662817488,0.433329036145853,-0.16584337886562,Metal,1,8.0,0,Van Halen
4.27576608035744,-0.254841195814495,-0.285438722137659,-1.80704901754567,Metal,0,11.0,2004,Black Eyed Peas
2.49149200348207,-0.774828820382399,-0.796292113678282,0.472762541999012,Metal,0,0.0,2000,Nine Inch Nails
1.06459938939554,0.327189348965509,0.53542965047327,0.103428342345304,Metal,0,9.0,0,Nick Cave & The Bad Seeds
-2.04506986279414,-1.53677444482658,-1.45721842363119,0.531226241949118,Metal,1,2.0,0,Nadine Renee
0.21636382974141,0.133633892748643,0.357079457262764,0.163097827439857,Metal,1,9.0,1963,Lesley Gore
-0.304637448834753,0.182791141511977,0.434257490213184,0.292729478180785,Metal,1,0.0,2001,Smartbomb
-0.758387321803005,-1.56079960918046,-1.54409993133878,-0.112380023104776,Metal,1,1.0,2005,Suburbs
1.08896188770614,-0.401778959952179,-0.292498014538474,0.458162729974763,Metal,0,9.0,0,Emperor
-0.0112384248316144,0.017470853430901,0.229542062451484,0.190904274454636,Metal,1,2.0,0,Julien Clerc
0.801089869021207,-1.58752078932306,-1.64325164619662,0.0197534494829616,Metal,0,1.0,0,Glen Campbell
-0.763659591206268,-0.471190845404607,-0.296091945759522,-0.30445528858274,Metal,1,5.0,2002,T.G. Sheppard
-0.241907650134967,-0.358202318892794,-0.189905506327678,-0.221019427962461,Metal,1,3.0,1990,Slim Whitman
1.33235962125865,-1.59749573856809,-1.67806400413871,-0.00921888857696134,Metal,0,9.0,1999,Savage Garden
1.85276292882773,-0.069830697324996,0.0444490171217006,0.214218354569412,Metal,1,2.0,2005,Queens Of The Stone Age
-0.705193623105246,0.112584712834436,0.372714888835807,-0.348471995793961,Metal,0,7.0,0,Hank Penny & The Lincoln Penny Orchestra
0.236199761767054,-0.069157111424322,0.118227623304903,0.111115058196814,Metal,1,2.0,1990,Inspiral Carpets
-0.353611085747328,-0.417285630457638,-0.256316011408291,-0.668715305383237,Metal,1,2.0,0,Borialis
0.0242783901653158,0.306965927311428,0.560205242108652,-0.195201707546339,Metal,1,0.0,0,The Dirty Skirts
-1.00897728537853,-0.153648675971741,0.0812039644390114,-0.290150843071633,Metal,1,11.0,0,Flor Silvestre
-2.1505755859011,-1.53554379397986,-1.45330556276724,0.32973404396844,Metal,1,8.0,0,BA(c)zu
1.28115664426347,-0.46908908703189,-0.381177542147617,0.262012584920471,Metal,0,1.0,2001,Redman
-2.20806549357485,0.229099525088138,0.568040255658741,-1.57117466512754,Metal,0,4.0,0,Solistiyhtye Suomi
-0.927110113453859,0.016529438967032,0.271282146719787,-0.398103158351721,Metal,1,11.0,0,Eddie Cantor
-0.50564806080157,-0.207299296590452,-0.00735529986828065,-0.131271387427724,Metal,1,9.0,0,Schizoid
-0.943931843324503,-0.0740406100618613,0.166491550187269,-0.260401352823751,Metal,1,0.0,1961,Kai Winding
-1.0255826152053,-0.950792964464499,-0.842636605375412,-0.266239554462657,Metal,1,1.0,0,Sonny Simmons
-0.322604216127039,-0.434025921700649,-0.27088433305276,0.108782448959898,Metal,1,4.0,2006,Mira
-0.9049477302071,-0.122892682864364,0.105064031266086,0.165948242419262,Metal,0,8.0,2000,Citizen Kaned
0.319218639106506,1.28910719225326,1.66801658682183,-0.274392244020782,Metal,1,7.0,1995,The Brooklyn Tabernacle Choir
-0.839421116655417,0.196048986033378,0.469452160596426,-0.269945550185935,Metal,1,7.0,0,Ellen McIlwaine
0.261679412860047,0.654744428639313,0.945419521061951,-0.0984834694816658,Metal,0,5.0,0,Vince Guaraldi / Bola Sete
-0.220933713465089,0.2974085992535,0.560265039157604,-0.315644942045242,Metal,1,0.0,0,Maurice Chevalier
-0.0950567202750036,0.153736874172887,0.385061569691498,-0.101652796297917,Metal,1,1.0,1991,Carl Cox Vs Yousef
0.728351396676768,0.745782563605262,1.03439330141664,0.38083801624102,Metal,0,11.0,1997,Organized Konfusion
1.39137852475613,-0.270709210161208,-0.169791115823273,-0.973578045377743,Metal,1,7.0,2005,Martina McBride
0.257226493214207,0.436461406675676,0.70169288471091,0.319048617748835,Metal,1,2.0,1985,Horace Andy
-0.317287410921607,0.0173867044952185,0.242703721471696,-0.310061010373622,Metal,1,9.0,0,Nazz
-0.00417677571012141,0.573968598089033,0.866766531873525,-0.143004169830791,Metal,1,10.0,0,Tyrone Davis
0.17085865202387,0.709542537611577,1.01430925737817,-0.0994983512298221,Metal,1,0.0,1971,Hot Tuna
