PC1,PC2,PC3,T1,T2,T3,track_id,artist_name,title,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
-0.997798297758207,-0.748481186844106,-0.117689681579717,,,,TRWKGZR128F42883E3,Luis Miguel,Hoy El Aire Huele A Ti,pop,-8428,145.69,4,9,1,224.49587,45.5289768935,16.1819332478,34.6864120668,4.50601155327,5.93781643132,-13.6056290116,-2.2141322208,-5.3873465982,11.1671707317,-0.336124518614,1.51100641849,3.02528883184,36.0724616734,1770.54428096,1972.85871824,907.455455975,886.31634567,600.333824069,579.893066872,339.424355762,519.923739335,264.845524882,185.46683072,316.681406257
-1.00070772176122,-0.164488240714782,-1.8039452585624,,,,TRYHIIS128F4234DAF,Luis Miguel,Devuelveme el amor,pop,-9329,140126,4,9,0,245.49832,43.8139973719,-50.7037437582,11.1649040736,-11.0834954008,4.62565571616,-12.9633363995,-6.14350854139,-5.34443626807,9.2730565046,0.170565045992,-1.08815374507,0.361329829172,35.0990012694,2443.62373039,1219.98505769,1070.12627979,777.468029958,498.865095159,519.771011656,501.193159626,544.44913276,262.825606396,202.608718761,337.458953911
-0.277887413823046,0.00564897461001143,-1.76756943864382,,,,TRMVKIL128F428866C,Luis Miguel,Ese Momento,pop,-9637,144065,4,9,0,229.19791,42.4346086957,-13.1083413849,13.230431562,-4.12927858293,-2.92112560386,-5.66687761675,-4.77715942029,4.07438808374,7.69010466989,4.64091626409,-5.12631078905,-5.398568438,42.454556995,2495.70358714,1324.88741826,1533.01528328,942.553247128,745.562857135,550.89525682,489.570832186,526.053074834,325.514211291,288.119930787,376.04352107
-0.762957586788602,-0.255475957750019,-0.262196707006749,,,,TRGPUKW128F4288669,Luis Miguel,No Me Fio,pop,-7535,154137,4,0,0,225.33179,44.6778267831,21.7122372635,28.1358879185,-3.33390393013,16.8055647744,-11.7807350801,-12.3728879185,-0.500344978166,11.9741804949,2.29272489083,-1.74202765648,-1.13071615721,43.2433441374,1718.04729194,1385.74112262,1367.14301774,1023.39609365,625.073489586,536.857267241,472.408919134,499.400256966,282.529972624,216.302737151,366.740840393
-0.0508859912098584,-0.836613970551801,-0.382196329462273,,,,TRILCRD128F428866D,Luis Miguel,Amarte Es Un Placer,pop,-10245,88558,3,10,1,211.74812,42.4424281099,-11.211631664,13.0504071082,-16.6278529887,-3.27298061389,-11.0885557351,-7.78922617124,-0.106525040388,6.48935702746,0.693169628433,-4.68768174475,-0.343357027464,38.987195282,2459.13162762,2452.02994425,1829.43343452,911.90831305,614.678947546,569.082225332,439.161784301,523.959659535,285.902157217,276.983012379,547.808527063
-1.12901377449967,-0.782603197078224,0.877238361406686,,,,TRFFTCO12903CCF81A,Luis Miguel,No Sé Tú,pop,-9112,152756,4,1,1,229.85098,43.7469280245,-28.6996431853,24.4780643185,-7.89247473201,10.1302036753,-20.9379218989,-0.0255130168453,2.14745941807,10.884280245,5.11194946401,-1.18550995406,7.37033078101,43.035225197,2294.41226978,1996.59308818,834.595053447,1251.8427601,450.121308498,409.186768798,444.088699513,414.15369679,249.642791429,152.348405022,370.845061538
-0.649986865499105,-0.943315010320453,-1.20991062948289,,,,TRQWLTN128F4289D77,Luis Miguel,Pensar En Ti,pop,-9673,129876,4,5,0,257.38404,43.7925211268,16.210485133,5.52401877934,-9.42987323944,18.5932613459,-23.0868904538,6.92571048513,0.591661971831,-4.71678090767,1.93080594679,-2.23897496088,-3.31653521127,40.2336954702,1714.07324573,1569.96799963,829.399296846,1183.34654847,545.584053728,678.162738825,510.902705235,678.515182375,267.771415978,143.88012707,324.037440324
-0.718111881925242,-1.0307491301557,-1.06347219589165,,,,TRQTCFQ128F4289D74,Luis Miguel,Hasta El Fin,pop,-10748,130041,4,4,0,290.06322,41.9926819172,-5.77468954248,-9.18564814815,-11.2949705882,20.6939509804,-25.4685947712,9.44942701525,-3.86874836601,-2.25251089325,4.33722657952,-3.60681045752,-10.4908148148,31.677212084,1781.08409345,2192.19197182,868.015281466,787.403066633,466.906937112,901.407674981,443.714056692,548.477135049,245.6862217,149.342282321,434.157655676
-1.22722770519703,0.728698570404042,-1.05348413670601,,,,TRGOKJS128F428872B,Luis Miguel,Soy Un Perdedor,pop,-11006,177265,4,5,0,251.66322,41.86083411,21.4257809879,3.43138583411,3.01683504194,14.7686738117,-6.92087045666,-15.1434184529,1.30736626281,3.41236999068,1.15563653308,3.80088070829,10.2755890028,14.4469705317,1335.78765736,1486.92457869,1109.55407837,648.499126279,936.452483822,566.555887753,425.893927235,390.882754365,277.260643033,268.368409937,259.719258123
-1.30999483496114,-0.515944285960511,1.1258098332769,,,,TRLKSNT128F428872A,Luis Miguel,El Primero,pop,-14633,125157,4,1,1,194.24608,39.1093543441,-7.99920272572,-5.53343441227,-14.5615587734,21.2871431005,-17.0153015332,-14.8516882453,-6.41357240204,8.59515502555,-2.39525212947,0.750381601363,9.98560306644,20.6209509307,1880.38211458,1613.60218996,1133.42053226,668.927184044,501.887119625,469.475843199,454.049241062,517.90403563,236.423939258,197.737920468,320.815316519
0.636834893426117,-0.1605716564899,-1.63290397444618,,,,TRGXHAI128F421C397,Luis Miguel,Se amaban (Album),pop,-8165,155737,4,8,0,253.20444,42.8865275168,-32.7587516779,-13.351366443,-16.9057812081,0.995186577181,-10.7994174497,-1.76354228188,-3.46189932886,16.4147583893,4.98236644295,-3.93512214765,2.79696778523,52.4627036909,3176.63886173,2214.16998722,1692.76247974,999.48610449,899.569557722,651.345749217,578.705447258,688.171624624,376.08564394,297.939700805,311.218060455
-0.680154811432816,0.335590130763479,-0.464633481970503,,,,TRFQTTV128F421C387,Luis Miguel,Amor a mares (Album),pop,-7039,70032,4,3,0,281.75628,46.1481166348,-9.93159464627,-9.63314244742,-7.73843021033,-4.81520363289,-8.98611854685,-3.15356883365,-10.7135057361,6.88922753346,1.29568929254,0.00949904397706,-0.664917782027,26.7800750227,1502.58124185,2268.59999385,996.645427803,728.248329028,803.633377099,476.957862685,621.460657707,464.185746323,327.40556034,235.252117598,295.563430945
0.0781889648916783,-0.579783278136617,0.0989567303525042,,,,TRZMGIO128F92CC747,Luis Miguel,Amor de hecho (Album),pop,-6667,157917,4,5,1,263.44444,46.2583618202,-6.69566037736,-18.5964938957,-19.3148712542,2.15922641509,-15.4495760266,-12.1335582686,-4.53535516093,24.7634794673,8.26733962264,-4.91924306326,-8.11246170921,30.4548832564,2089.77625702,2192.86368007,1222.40803028,1031.8582487,880.617815576,582.130858673,493.987913352,886.259655781,309.603723454,290.078158109,362.850067287
-0.507746828880068,0.395012374881762,-1.94289246527408,,,,TRUJDFU128F421C37E,Luis Miguel,De nuevo el paraiso (Album),pop,-5065,191835,7,5,0,266762,48.3895066804,24.3047584789,3.05704933196,-5.48645734841,-4.17865775951,-10.6489157246,-10.0402106886,0.578550873587,6.96052517986,3.67402672148,-1.18337101747,1.00543165468,32.5380050886,2051.47520188,1979.39680384,1251.21012874,750.378894324,937.465643292,681.329275607,380.909864852,522.381543629,260.765253115,286.012231304,268.666303717
-0.771360082404494,-0.157905010170404,0.96751931279543,,,,TRODJGG128F421C375,Luis Miguel,Te desean (Album),pop,-6952,140439,4,1,1,266.55302,46.3421806818,-7.18673863636,-4.4187875,-13.5329011364,-11.3856954545,-12.5120534091,-10.5822079545,-5.25922272727,9.42595227273,2.85083068182,-1.18091477273,2.88256818182,29.0319062662,1696.84941373,1702.13211333,1012.56589936,866.076953462,732.230228498,393.366092219,571.457986239,568.396028741,314.839726202,225.178001785,437.422902782
-1.14380653624106,0.0760994557012926,0.939430238432128,,,,TRPMGQB128F4288A56,Luis Miguel,El Rey,pop,-8342,98195,4,2,1,141.60934,46.6836146993,39.221610245,40.5485055679,2.43097995546,1.86478396437,-3.10433853007,-1.40303340757,-2.74034521158,3.16027171492,-3.02265478842,-1.20471714922,-1.39258351893,16.419038072,2143.01057274,1570.88041764,1072.3927884,686.56607829,738.163397222,604.624906438,379.179107175,355.069628603,321.877406992,209.457590911,374.27578341
