PC1,PC2,PC3,T1,T2,T3,track_id,artist_name,title,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
-1.07234290171886,0.658546604458239,-0.0449294301681077,,,,TRWKGZR128F42883E3,Luis Miguel,Hoy El Aire Huele A Ti,pop,-8428,145.69,4,9,1,224.49587,45.5289768935,16.1819332478,34.6864120668,4.50601155327,5.93781643132,-13.6056290116,-2.2141322208,-5.3873465982,11.1671707317,-0.336124518614,1.51100641849,3.02528883184,36.0724616734,1770.54428096,1972.85871824,907.455455975,886.31634567,600.333824069,579.893066872,339.424355762,519.923739335,264.845524882,185.46683072,316.681406257
-1.05819011430646,0.0604991672535075,1.71592634168341,,,,TRYHIIS128F4234DAF,Luis Miguel,Devuelveme el amor,pop,-9329,140126,4,9,0,245.49832,43.8139973719,-50.7037437582,11.1649040736,-11.0834954008,4.62565571616,-12.9633363995,-6.14350854139,-5.34443626807,9.2730565046,0.170565045992,-1.08815374507,0.361329829172,35.0990012694,2443.62373039,1219.98505769,1070.12627979,777.468029958,498.865095159,519.771011656,501.193159626,544.44913276,262.825606396,202.608718761,337.458953911
-0.369568802387399,-0.0643112936021569,1.67906252872466,,,,TRMVKIL128F428866C,Luis Miguel,Ese Momento,pop,-9637,144065,4,9,0,229.19791,42.4346086957,-13.1083413849,13.230431562,-4.12927858293,-2.92112560386,-5.66687761675,-4.77715942029,4.07438808374,7.69010466989,4.64091626409,-5.12631078905,-5.398568438,42.454556995,2495.70358714,1324.88741826,1533.01528328,942.553247128,745.562857135,550.89525682,489.570832186,526.053074834,325.514211291,288.119930787,376.04352107
-0.838707033270605,0.182459304599134,0.365171024167501,,,,TRGPUKW128F4288669,Luis Miguel,No Me Fio,pop,-7535,154137,4,0,0,225.33179,44.6778267831,21.7122372635,28.1358879185,-3.33390393013,16.8055647744,-11.7807350801,-12.3728879185,-0.500344978166,11.9741804949,2.29272489083,-1.74202765648,-1.13071615721,43.2433441374,1718.04729194,1385.74112262,1367.14301774,1023.39609365,625.073489586,536.857267241,472.408919134,499.400256966,282.529972624,216.302737151,366.740840393
-0.0975215762991061,0.897131032800478,0.400673274794261,,,,TRILCRD128F428866D,Luis Miguel,Amarte Es Un Placer,pop,-10245,88558,3,10,1,211.74812,42.4424281099,-11.211631664,13.0504071082,-16.6278529887,-3.27298061389,-11.0885557351,-7.78922617124,-0.106525040388,6.48935702746,0.693169628433,-4.68768174475,-0.343357027464,38.987195282,2459.13162762,2452.02994425,1829.43343452,911.90831305,614.678947546,569.082225332,439.161784301,523.959659535,285.902157217,276.983012379,547.808527063
-1.19056301688009,0.716529699484165,-0.719211202082083,,,,TRFFTCO12903CCF81A,Luis Miguel,No Sé Tú,pop,-9112,152756,4,1,1,229.85098,43.7469280245,-28.6996431853,24.4780643185,-7.89247473201,10.1302036753,-20.9379218989,-0.0255130168453,2.14745941807,10.884280245,5.11194946401,-1.18550995406,7.37033078101,43.035225197,2294.41226978,1996.59308818,834.595053447,1251.8427601,450.121308498,409.186768798,444.088699513,414.15369679,249.642791429,152.348405022,370.845061538
-0.732774395943282,0.801660213904106,1.21861720511414,,,,TRQWLTN128F4289D77,Luis Miguel,Pensar En Ti,pop,-9673,129876,4,5,0,257.38404,43.7925211268,16.210485133,5.52401877934,-9.42987323944,18.5932613459,-23.0868904538,6.92571048513,0.591661971831,-4.71678090767,1.93080594679,-2.23897496088,-3.31653521127,40.2336954702,1714.07324573,1569.96799963,829.399296846,1183.34654847,545.584053728,678.162738825,510.902705235,678.515182375,267.771415978,143.88012707,324.037440324
-0.739863001645763,0.974182578957663,1.09635288736613,,,,TRQTCFQ128F4289D74,Luis Miguel,Hasta El Fin,pop,-10748,130041,4,4,0,290.06322,41.9926819172,-5.77468954248,-9.18564814815,-11.2949705882,20.6939509804,-25.4685947712,9.44942701525,-3.86874836601,-2.25251089325,4.33722657952,-3.60681045752,-10.4908148148,31.677212084,1781.08409345,2192.19197182,868.015281466,787.403066633,466.906937112,901.407674981,443.714056692,548.477135049,245.6862217,149.342282321,434.157655676
-1.27836811794645,-0.801664713380305,1.14707950737044,,,,TRGOKJS128F428872B,Luis Miguel,Soy Un Perdedor,pop,-11006,177265,4,5,0,251.66322,41.86083411,21.4257809879,3.43138583411,3.01683504194,14.7686738117,-6.92087045666,-15.1434184529,1.30736626281,3.41236999068,1.15563653308,3.80088070829,10.2755890028,14.4469705317,1335.78765736,1486.92457869,1109.55407837,648.499126279,936.452483822,566.555887753,425.893927235,390.882754365,277.260643033,268.368409937,259.719258123
-1.35881862014813,0.46560099072745,-0.919658517149045,,,,TRLKSNT128F428872A,Luis Miguel,El Primero,pop,-14633,125157,4,1,1,194.24608,39.1093543441,-7.99920272572,-5.53343441227,-14.5615587734,21.2871431005,-17.0153015332,-14.8516882453,-6.41357240204,8.59515502555,-2.39525212947,0.750381601363,9.98560306644,20.6209509307,1880.38211458,1613.60218996,1133.42053226,668.927184044,501.887119625,469.475843199,454.049241062,517.90403563,236.423939258,197.737920468,320.815316519
