"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"40288",-0.997798297758207,-0.748481186844106,-0.117689681579717,-0.200672558092988,0.789593800101801,-0.257847618046049,0.58603207163754,0.262047771338036,-0.144422685195976,-0.0295200834656219,0.198152875462667,0.0731854194452951,0.00507976668306545,-0.22850650784556,-0.191368198029406,0.790660057526709,0.696343174269045,-1.22936156521835,0.742477806053603,-1.37653534328096,-0.469788582180009,0.0384315050157097,-0.0574886751302848,0.242504326395775,0.317805248053036,-0.376715790046292,-0.133005889458318,-0.195116936624685,-0.064404762685023,0.0167210759115429
"40289",-1.00070772176122,-0.164488240714782,-1.8039452585624,0.0634874791552771,-0.14626292232831,0.126162750045341,-0.0338994419148061,-0.0811660800646853,-0.152339744797486,-0.0884822102231596,-0.0541179609774981,0.000910032944085466,0.0224215364199567,-0.21324800053178,-0.280135432052941,-0.224992858901463,-0.190988529487936,0.0298148358490548,-0.134127187870728,0.201615524515684,0.321328844118079,0.40379652220773,-0.704121743289467,0.365398888764576,0.151145587090774,-0.315014709689041,-0.0651524688128071,0.191011839444267,0.141742271052137,0.106410078147068
"40290",-0.277887413823046,0.00564897461001143,-1.76756943864382,0.0186131604416513,-0.104583868395605,0.0542907843024052,-0.0173302597708778,-0.099482657867209,-0.176174903782681,-0.047075037875589,-0.0843934231285571,-0.0197837492249741,0.0321327816432434,-0.156499287227281,-0.32271867730996,-0.305416189017514,-0.155828219170647,0.137997181879387,-0.255630106942105,0.250277978635655,0.210307694840707,0.199010194570677,-0.622341520457018,0.602644163548175,-0.150537939160039,-0.244141048571,-0.000642608753393226,0.0675084797426496,-0.0411550348650737,-0.118131721632168
"40291",-0.762957586788602,-0.255475957750019,-0.262196707006749,0.417716813631324,-0.539020771722511,-0.216044045893374,-0.157238006119807,-0.38767587432074,-0.0186867038148883,0.0194801600546106,-0.123287332065504,-0.0904137882318674,0.131633740503305,0.128663004495197,-0.197270880964784,-0.477382395312677,-0.381593350178079,0.149233862180498,0.220362757838679,1.9745960315408,-0.0861269117023137,0.249807717576846,-0.304149807212529,0.66972658064675,0.0174074099730567,-0.205183013072537,0.222968753616824,0.187217592102643,-0.0476147216199036,0.0484880651876166
"40292",-0.0508859912098584,-0.836613970551801,-0.382196329462273,0.0311338227753192,0.233170717210505,0.228277121079523,0.243855858027268,0.262804038296563,-0.15022391658476,0.0507584141216078,0.0912494938619789,0.0821010935784599,-0.0545859066344124,-0.0736607945874575,-0.106340792871237,0.394178931924027,0.0227242659169971,-0.117547583724422,-0.389282608026389,-1.3525317813537,-0.468189532667785,-0.328619238447206,-0.539298487962598,-0.0889929636313521,-0.210635254786012,-0.527505217512361,0.421959629141254,0.261298768826614,-0.119968356476473,-0.188169426621587
"40293",-1.12901377449967,-0.782603197078224,0.877238361406686,0.420890429375666,-0.459658778930816,-0.606186140313367,-0.586002294235445,-0.208734531643831,-0.150811403266631,0.0810149221488853,-0.0663004551508402,-0.0701399871738918,0.0978720219738947,0.399837618873163,-0.0659191745107478,-0.781011483442534,-0.341991769187652,0.0951983314974618,-0.0936109639065345,0.370949252542217,-0.261587165172951,0.454400708315763,0.166358847942547,0.188539619762499,-0.124198531173018,-0.229783768533986,0.703671753658824,0.00283079866219884,0.07008323947946,0.0224162851877566
"40294",-0.649986865499105,-0.943315010320453,-1.20991062948289,0.266903158868678,-0.343843396698141,-0.0317613526129754,0.0331830119231366,-0.294658637847451,-0.141144824547122,-0.0216234370346973,-0.0525539228861209,-0.066713990969312,0.0699707695893327,-0.0989876320480188,-0.347582054458143,-0.190821214483874,-0.318250807399595,-0.110544469225506,0.158018812800763,0.932754066863903,0.0428431163182174,0.528182776402201,-0.0651448484458179,0.82420244177407,0.600356778791802,-0.28195171421232,-0.137975907247549,-0.00334472223011188,0.126445631278063,0.335021246133391
"40295",-0.718111881925242,-1.0307491301557,-1.06347219589165,0.411556005082527,-0.513995407211505,0.0466360918522101,0.126830375554799,-0.186311678194687,0.0675431300081515,-0.0647729725197669,-0.0688616903389174,-0.0170858447803466,-0.0050559399184811,-0.108792481405253,-0.254496852563369,0.0377904974653005,-0.532714579665146,-0.253219169956182,0.27613856244523,1.15647508787181,0.140422219404585,-0.187480845399865,-0.330481183705474,-0.192093362843369,0.566903867803672,0.176097072938794,-0.132799963025043,0.0339423651085317,0.105203098180379,0.189192718314991
"40296",-1.22722770519703,0.728698570404042,-1.05348413670601,0.391087610568564,-0.735282504962702,0.295901182178874,-0.0562518098258997,-0.186850858668907,0.0920843705142318,-0.120348793686164,-0.110880978983278,0.0547524476594602,0.00667876320989199,-0.134384114901222,-0.0850549574632919,-0.239817981287423,-0.690742960997941,0.253369830401085,-0.147618464161329,0.988952064889921,0.799481978180067,-0.242195622315248,0.0668317223226971,0.00369008923222311,0.00759883807397091,-0.161181461167838,-0.206774436972313,-0.201321935960541,0.104199317383553,0.101586242959546
"40297",-1.30999483496114,-0.515944285960511,1.1258098332769,0.509779970550159,-0.579065766076324,-0.0630341743861187,-0.168816649159328,-0.0262312524320454,0.000118866183316677,-0.081399224576652,-0.00562067209962813,0.0171933533398147,-0.0174330755511043,0.19124004349966,0.0898740231754617,-0.0647837801379768,-0.51461259100767,-0.259194717051202,0.253902246095762,0.178041583499641,0.790950116924841,0.0592074381430609,-0.177130703478652,0.0571375260689643,0.139462095952808,-0.505864687169803,-0.000976742446435896,0.231186114139408,0.159462375571067,0.0594925862069242
