"","PC1","PC2","PC3","PC4"
"1",0.768157308940791,-0.120550930226349,0.0346895158052966,0.478585616418625
"2",0.330351308925391,0.257493252884447,0.473088550694799,-0.358656370222259
"3",0.358620466697992,-1.59057926680937,-1.60252472173074,0.194433519418695
"4",-0.142897726600217,0.564437652085868,0.854893555443925,-0.190255624813353
"5",1.12566292538881,-1.0397014913962,-1.01275119821158,0.827311175913341
"6",-0.168467277998747,0.952728265116518,1.28778870701949,-0.334308674391689
"7",1.60105228139724,0.142013703872634,0.289654175292425,0.576590521200919
"8",0.436796699760867,0.124710200358987,0.327012622757633,0.166691486820892
"9",0.0953246947717009,-0.372921329178057,-0.213425151411637,0.160883202310764
"10",-0.792708138743242,-0.370862672901948,-0.181877277035898,0.139950743273928
"11",-0.13510059892081,-0.0468635380742008,0.161428273121913,-0.205485772427289
"12",0.858421742419594,-0.0515737943114251,0.115213299657764,0.0539919470686837
"13",2.8565031677339,0.232624474010892,0.334976155787469,-0.623797404089739
"14",-0.546944030488657,-0.0106026316331118,0.220419578209134,-0.196018668012563
"15",0.687083529851257,-0.227022275150362,-0.0780662976534547,0.144940787667231
"16",0.968548086996178,-0.395922587016924,-0.284659412498497,0.20796086333072
"17",1.52674965004287,-0.0480932475024003,0.0825542791396081,-0.0349409727981067
"18",0.447565179595506,0.0523563001417385,0.2467576484968,-0.221916327591766
"19",0.512039261399937,0.304453682840009,0.532214528053575,0.396387181167363
"20",-0.551670966979158,-0.299946146101301,-0.105140557783153,-0.0188185747174059
"21",1.17883360725172,0.471028201979987,0.682904155174656,0.20700470998364
"22",0.633531071322979,-0.443235679722864,-0.321523209175288,0.259747335406744
"23",0.116656300931698,-0.381313834617742,-0.23012594517804,-0.108884141931142
"24",0.439763294965519,0.188113279043118,0.402263547231995,0.235182495921386
"25",-0.657207046705422,1.16596568496828,1.55362587259008,-0.753588665506808
"26",0.810240898400988,5.02651901702425,-2.660067554674,-0.21748026849866
"27",-0.936511100306631,-0.20456749512262,0.0216715790973397,-0.451664482802263
"28",1.46458780369203,-0.482659874985868,-0.403280632301623,0.149113258317654
"29",-1.31513645900632,0.105465526863955,0.385502181124527,-0.148456438374032
"30",-0.635709740034876,-0.0612779095162446,0.164887007506272,-0.155443230773496
"31",0.0990429993902321,-0.290857859529746,-0.121166472573005,0.344059390985593
"32",1.77889783295354,0.271606794540376,0.432959885353551,-0.167495810550816
"33",4.28546958857391,-0.250359535864,-0.280621325990884,-1.81463021911907
"34",2.49639204746155,-0.775942535155876,-0.788426408562445,0.47307691643452
"35",1.06239416076034,0.332655508875734,0.534071104533039,0.103068613666155
"36",-2.04900476732314,-1.55121367252345,-1.44858954423449,0.536855283078862
"37",0.212634690009004,0.136248490100738,0.356241859216553,0.163903636463876
"38",-0.309967712594427,0.185048577601918,0.432632572385997,0.294309583770815
"39",-0.758397055327837,-1.57382283787159,-1.53437306563753,-0.109560326672344
"40",1.08902193193907,-0.40196307344892,-0.288613198748945,0.459406336614776
"41",-0.0151550565329532,0.0187561940562984,0.229294614731532,0.192120696491173
"42",0.804977548574585,-1.59820059641277,-1.63171432040151,0.0214190657477568
"43",-0.767306758588059,-0.475415525457395,-0.293989230818697,-0.3032309978548
"44",-0.244712436928797,-0.360620669737696,-0.188016519263243,-0.220210165619364
"45",1.33764682966305,-1.60743185623467,-1.66594418082502,-0.00812839288338769
