"","V1","V2","V3"
"1",47.3559453614817,-10.6983909178247,-9.12387828381894
"2",26.3666674147924,-12.2377775860224,-5.66331993773511
"3",59.8547678196128,-7.31715072702865,-5.65055349409812
"4",-28.8030565955108,-12.7179891568334,20.503324209618
"5",61.0983889823279,10.6766613478203,-6.31420639270268
"6",-21.1905989750201,-20.8637086422967,22.2173906503334
"7",51.8327105005819,-10.5669262420123,-8.44969357897995
"8",68.0132743295274,12.1200181931257,3.18728327789156
"9",-51.0128596223492,-1.46782004779219,-11.8514053050428
"10",-43.2320557200339,3.47324040447717,-35.4096264508762
"11",0.35661092421414,-32.2434179112531,23.1545740495491
"12",60.7866576383895,-0.730989377873113,-7.11527927464781
"13",20.6263619503598,-18.5822202828194,2.15509421278896
"14",25.8323091263616,-33.9104671118846,-1.14567873506973
"15",26.5154130999567,-17.9024969391385,-3.88761772275008
"16",55.2341591585532,-12.8717300714009,-6.90008909180625
"17",58.9246467078885,-8.66162340446086,-6.26660736120114
"18",18.8789905081148,-26.6719175383587,2.17041547048523
"19",-34.0612892271677,11.6443062006009,-11.6546200251757
"20",-5.63682674187044,-12.6892284155343,20.6126662876002
"21",-50.6879674203604,-0.617555127549262,-26.0939888268458
"22",-26.1775965733302,35.8792673757431,38.2743237525212
"23",64.7793663432963,24.9281673222634,21.4490670946973
"24",24.1498255002485,-22.8052077603663,-3.77661451132664
"25",-19.289552271461,-18.8082669724376,23.2894829487502
"26",33.8009798557495,-17.3309698971919,-8.28314672663867
"27",2.13166749660716,-7.2860222436501,15.8600173325551
"28",-5.26544646891012,-39.6756164363059,19.7011200708156
"29",-22.1333235616647,-18.8643697845458,22.4647093860647
"30",9.74376387267949,-25.4919186800843,9.14027722552848
"31",-20.2243525628978,-14.2742200170189,21.6915184174749
"32",-20.7862894022252,-9.0172158870062,19.6022211568421
"33",27.8778052238778,-13.0737642667712,-4.58067026224254
"34",41.5330630529999,-10.014811434122,-10.7398053572173
"35",48.8395630019624,1.46331780206479,-12.0229304312081
"36",12.5447723714225,45.1344692643953,-7.68869048027037
"37",-42.9090516832755,8.54784120520035,-19.2535965052327
"38",1.9268791853161,56.3666803291017,1.12287605937227
"39",20.5487323268335,-18.4466660592909,1.51395034930595
"40",-6.55796233759297,-11.9180200621564,19.9696966114651
"41",-38.0149941134905,9.54219680215536,-27.5819926764076
"42",-36.3678974945186,9.12231868924192,-35.4261665057493
"43",-36.6363165169753,4.24633706098153,-0.0639166472378312
"44",-43.3508013753855,-6.70210324896672,5.82803750213232
"45",-33.0366954357444,-8.67351199809827,13.3096830986444
"46",-18.7336918763245,-8.48285759840103,19.6425486569203
"47",-43.7182853011783,2.55776248413262,-3.17283147510651
"48",-4.40532794727383,-16.4968659755289,20.1501333859746
"49",-40.8824671640436,8.61153661662808,-20.1362702209561
"50",11.8715390784453,-25.7469866836103,7.56215432719554
"51",-9.6581777456671,-40.5761931127556,20.3191960643657
"52",-42.1984966473004,5.60558775387628,-31.1444399558432
"53",-42.8419527252269,-5.78061963398297,4.35235538316763
"54",56.1950850573218,-3.41333852765991,-9.30095994624044
"55",-44.1012787905495,2.72390039439266,-2.41250280329714
"56",51.7285083942597,-1.2119802949494,-10.9245263000984
"57",-24.1197479903438,37.9144643089808,37.8194417258153
"58",67.4951070686821,17.6522170547209,4.42319237571082
"59",67.9094034916786,13.7562445964165,3.47122952620916
"60",67.9476520968096,16.2640433205291,4.74074911019931
"61",-3.12636086982581,-29.5235518959121,18.318237900272
"62",-20.1454933939461,-13.8389405449799,22.9092005825496
"63",-11.8378773526889,-16.8458606429049,22.178663020466
"64",-13.4023619893068,-19.9338919714064,21.9802146089547
"65",54.6192087217339,-14.4955261654988,-6.873981815357
"66",-44.0524448209655,3.70073798695544,-32.2846116998882
"67",-36.7814503059621,10.4869677328968,-26.5771476127476
"68",-42.8491463529292,8.02704690523495,-15.8776318054718
"69",3.36972053132134,53.0813984956203,2.77937869887302
"70",-31.2664459256417,-15.071559103281,16.5605791737172
"71",34.5538333611584,-19.450712924557,-7.37928389829205
"72",2.83946745066076,52.0333507344739,4.90924773740212
"73",8.07301073033703,50.236476015281,-0.15360255490326
"74",7.69046202502358,50.1521913160735,1.42984723798056
"75",25.1607258684148,-20.6286987734915,-4.26704142327828
"76",17.9117284058538,-28.5940892488419,9.307763278156
"77",-1.29746021006938,-30.0518606891658,18.2328257685947
"78",23.942506512727,-9.00264831457778,-2.23056304351269
"79",11.7124849439624,45.8597188667532,-8.70133575506046
"80",22.7038338007124,-13.5280314861198,-0.995374171979794
"81",-11.150331534862,-17.668103252268,21.7435222022265
"82",-48.8490597600833,-14.4722176212955,3.51201272655282
"83",-21.3796614642429,-14.0659514615044,21.0247789761551
"84",-38.778207211631,3.69639201043209,-42.727488260162
"85",-8.20181412268514,60.0793131169182,5.34465023179095
"86",-4.1792317607598,59.8846600119729,6.64554499805554
"87",31.0375228927913,-15.1428140516766,-5.91567122009399
"88",-4.21630362850761,-37.0535268200077,18.8408926292232
"89",13.73299880753,-22.2910075146578,6.3221868471377
"90",-48.0814518024745,-4.44770156637381,1.46861403241769
"91",-47.0126062970837,0.585032690097479,-1.16830420090924
"92",45.5405495556305,2.78289477136669,-11.4472641333977
"93",-41.3965710491691,8.62130508187654,-25.3410624252416
"94",13.3894144818082,44.3504216640238,-9.76679839305028
"95",-41.906578964493,4.71096948091739,-0.661940042960095
"96",40.3716113864566,-6.2741661884242,-10.1201489476076
"97",-36.9642125643955,-0.645961251814325,4.97866879452848
"98",22.6578357881934,-36.3761565375444,1.79275501626318
"99",-1.46325334414596,55.1365779957341,7.18868370642211
"100",-30.5270117700646,-15.2155669641159,17.2348079559707
"101",16.4093939319949,-26.2035098541039,3.70457247235496
"102",-4.44263074517783,-29.5182297868046,19.2508441842153
"103",50.3038551098169,-0.604665625725373,-11.4418552407024
"104",15.7209638106604,-19.2461369517842,12.735924103331
"105",-29.2832507133429,-15.3703526482005,18.0542619854947
"106",49.7357401090404,-9.12260826615232,-10.3515226587713
"107",64.3815304174409,23.744938482496,19.1428717413899
"108",64.4365086413043,26.1222690289673,21.5963698779245
"109",-50.2532622525619,-0.660491284724408,-12.1330958136357
"110",-48.1285098376718,-13.9451014593623,3.1739995590378
"111",7.48889884085395,51.2256917434692,-2.11784203064763
"112",-4.58426277587131,58.2926037078373,8.11853473544963
"113",39.5174647322545,-10.1544192777421,-9.77368655810031
"114",1.57270561586037,56.3143382038351,0.649410679832899
"115",12.2497004168398,-26.5873015187599,7.32300799806171
"116",-50.9986023248651,-14.4475059013566,0.653452404354743
"117",-34.7173906751894,7.32772234727914,-0.207769945756863
"118",8.59510564464814,48.781471932481,-0.702806170439284
"119",-22.0312706605807,-21.0189608127002,20.7500143754694
"120",-50.0988406519523,-8.85147217121076,-6.53428166456507
"121",38.0399181438386,-17.7642506329257,-8.20185383197881
"122",-29.742722914733,8.26174210294919,-45.7441003625412
"123",-0.777739544273413,-31.1918208578697,18.0404915241136
"124",-34.5281276398026,-10.2142239258924,15.4545712328034
"125",-0.20569359443419,54.8705706895192,6.29502936810619
"126",-45.2245141322442,6.42727935870216,-6.98172941534671
"127",4.01203089754096,-25.7439705588655,15.0914519379864
"128",-52.0934675671954,-2.14636208971724,-12.681941367104
"129",58.1876659102828,-1.56975405445655,-7.88459474907504
"130",-46.9412031282054,-0.366585107804505,-4.546522283949
"131",-20.3196934653697,-18.2625313000564,25.0225890596402
"132",68.1612034887568,9.32729306585638,3.38966056593013
"133",-13.2551133339248,-39.8965254639251,19.7726715689119
"134",5.15519291013425,52.3331428269879,3.29252964569378
"135",67.0966548597258,11.947256168905,1.38801844254116
"136",-38.5862396832222,7.92052113383723,-31.7137494601893
"137",-22.526613436679,-4.71893564781649,16.504644056033
"138",-47.5009985383069,4.62644324188865,-16.4242246196696
